log_id,worker_name,worker_phone,supervisor_id,work_date,hours,vendor_app,entered_at
L00570,Vikas S.,91-9939909169,S103,2025-02-16,8.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L01723,Lakshmi  Kumar,0 9861317127,S105,2025-03-10,6.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L01334,Sarita S.,0 9957885685,S102,2025-01-09,7.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02231,Mohit  Mishra,91-9773515850,S104,2025-01-09,5.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00701,Jignesh B.,9204505331,S105,2025-02-16,6.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00861,Sunita Nair,99468 04436,S103,2025-01-15,8.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L01952,Iyer Vinod,91-9222196937,S104,2025-01-25,6.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L00144,Sita Y.,9928327648,S105,2025-02-26,7.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01418,A. Nair,91-9413435240,S104,2025-03-08,6.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00851,Reddy Reena,+919465648236,S103,2025-02-08,6.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00014,Ramesh  Kumar,+919901476797,S102,2025-01-09,8.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02160,Mohit P.,+91 9965137098,S103,2025-01-17,8.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01218,Bai Ganesh,0 9572628498,S105,2025-01-25,5.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L00110,D. Singh,9341316475,S101,2025-01-07,5.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01911,Ganesh K.,+91 9240050455,S103,2025-01-31,5.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L02111,Sunita  Mishra,91-9285884247,S105,2025-02-24,7.0,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01165,S. Verma,91-9719374529,S104,2025-03-06,4.0,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00783,Mahesh B.,0 9088356159,S105,2025-01-25,7.0,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01688,Vikas Reddy,91-9087603859,S105,2025-02-20,7.5,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00910,J. Kumar,+919163287083,S101,2025-02-18,8.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00327,Asha Kumar,91-9957015430,S102,2025-02-24,8.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01975,VINOD IYER,92221 96937,S102,2025-02-08,7.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L02083,G. Verma,91047 09521,S102,2025-01-19,6.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01173,Ganesh  Iyer,91-9049663193,S105,2025-02-28,4.5,vendor_a_v2.3,2025-02-28T19:30:00+05:30
L00492,Ajay Shah,9687234309,S105,2025-03-26,8.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00893,Jignesh  Kumar,9037917693,S104,2025-03-02,4.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01913,GANESH KUMARI,92400 50455,S101,2025-03-10,9.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L01917,Ganesh Kumari,0 9240050455,S101,2025-01-27,5.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L01144,Sarita Verma,91-9719374529,S105,2025-01-31,5.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L00969,S. Patel,+91 9348734714,S104,2025-02-20,7.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L02476,Mohit V.,+91 9809885165,S101,2025-01-31,8.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01114,Ajay Pandey,91-9046537556,S102,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L02217,Hitesh D.,97586 92617,S104,2025-02-10,5.0,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01455,Patel Rakesh,91-9711671902,S101,2025-02-08,7.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01893,USHA DEVI,+919578091343,S104,2025-02-18,4.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02254,Naresh Kumari,9139005329,S101,2025-03-08,5.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00055,Ramesh Kumar,+919104332181,S101,2025-01-19,6.0,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01125,MUKESH RAO,91-9080531003,S103,2025-02-24,4.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00305,Geeta Reddy,91-9281489325,S101,2025-02-22,5.0,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L00789,Mahesh Bai,9088356159,S102,2025-03-10,8.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00531,Rakesh Iyer,91-9788208121,S102,2025-03-08,5.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L00514,Shah Ajay,96872 34309,S105,2025-01-27,5.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00151,S. Yadav,+91 9928327648,S105,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02536,M. Sharma,0 9493689980,S101,2025-02-08,4.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01761,V. Rao,9737826398,S103,2025-02-16,6.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00922,AJAY REDDY,+91 9895798687,S103,2025-02-24,6.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L02173,Mohit P.,+91 9965137098,S103,2025-01-11,7.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L02446,A. Bai,+919545271111,S101,2025-03-10,8.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00082,Patel Shanti,+919078161849,S104,2025-01-17,5.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00160,Yadav Sita,+919928327648,S102,2025-03-02,6.0,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00860,Sunita N.,91-9946804436,S103,2025-02-16,6.0,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00657,Asha K.,0 9841241182,S104,2025-01-09,6.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L01581,Ajay Y.,9349361832,S104,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L02420,J. Yadav,0 9249985698,S103,2025-03-08,7.5,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01706,Rakesh Mishra,94824 77109,S104,2025-03-24,5.5,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00877,Kavita  Reddy,9721489513,S103,2025-01-11,5.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L00490,Shah Ajay,9687234309,S104,2025-03-18,7.0,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01359,REENA PATEL,9313518233,S104,2025-02-24,5.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00255,Reddy Hitesh,91-9710122691,S105,2025-01-21,4.5,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01938,G. Kumari,91-9240050455,S102,2025-02-02,6.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01616,Priya S.,99947 17464,S101,2025-01-13,8.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00880,KAVITA REDDY,+91 9721489513,S103,2025-01-09,6.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02411,Jignesh Yadav,91-9249985698,S102,2025-03-16,6.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L00586,AMIT TIWARI,0 9462475107,S103,2025-02-20,7.5,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00678,Geeta P.,97868 01128,S102,2025-01-17,7.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L00201,Verma Ajay,0 9423884969,S105,2025-03-12,9.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L01765,Rao Vinod,9737826398,S103,2025-03-14,4.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L02557,Reena Gupta,+919502296120,S105,2025-01-07,6.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L02289,LAKSHMI MISHRA,99335 29042,S103,2025-02-08,4.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01440,R. Naidu,9427109477,S104,2025-01-13,7.5,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L00679,Geeta  Pandey,+919786801128,S104,2025-03-18,7.0,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01314,Mukesh  Tiwari,96783 77701,S105,2025-02-20,6.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L02443,Vijay  Sharma,0 9183673657,S102,2025-03-18,8.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00405,Kavita N.,9299737631,S103,2025-02-16,5.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00623,Renu P.,0 9251354278,S104,2025-02-08,7.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00685,G. Pandey,9786801128,S103,2025-03-06,5.0,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00691,JIGNESH BAI,91-9204505331,S102,2025-03-12,8.0,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00909,Jignesh Kumar,+919163287083,S102,2025-01-27,5.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00803,Mahesh  Bai,91-9088356159,S104,2025-01-19,7.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01679,Vikas R.,90876 03859,S102,2025-02-18,7.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L02156,Patel Mohit,9965137098,S103,2025-01-27,5.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02328,Vinod Reddy,+919117758917,S103,2025-02-06,7.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01841,Devi Pooja,91-9627028951,S105,2025-02-14,7.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L02134,Naresh K.,91236 85160,S104,2025-01-23,4.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00028,Ramesh  Kumar,+919104332181,S104,2025-03-18,7.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01282,Patel Vimala,91-9531473799,S102,2025-02-10,4.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01708,Lakshmi K.,+91 9861317127,S102,2025-01-09,5.5,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02422,Jignesh  Yadav,0 9249985698,S102,2025-02-02,5.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00416,KAVITA NAIDU,92997 37631,S101,2025-01-15,8.5,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L02429,Vijay Sharma,0 9183673657,S102,2025-02-18,7.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01604,Priya  Shah,9994717464,S101,2025-02-18,4.0,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L00587,Amit T.,0 9462475107,S105,2025-03-04,6.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L02193,Hitesh Devi,0 9758692617,S102,2025-02-06,7.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L02022,Geeta K.,+91 9436713695,S101,2025-01-29,5.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L02046,Patel Vikas,9090974395,S104,2025-03-10,7.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00295,Ajay  Reddy,+91 9480184514,S103,2025-03-02,4.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01309,M. Tiwari,9678377701,S105,2025-03-02,7.5,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L00640,ASHA KUMAR,98412 41182,S101,2025-03-04,6.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L01263,Vimala  Patel,9531473799,S104,2025-02-08,8.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01557,L. Yadav,92067 97403,S102,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L01655,Sunita R.,9874296717,S104,2025-03-10,6.0,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00212,AJAY VERMA,0 9423884969,S105,2025-03-02,5.0,vendor_a_v2.3,2025-03-02T19:30:00+05:30
L01955,Iyer Vinod,92221 96937,S105,2025-03-14,6.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L01193,Ganesh  Iyer,0 9049663193,S103,2025-03-14,6.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L02055,Patel Vikas,0 9090974395,S102,2025-01-27,8.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00917,Jignesh K.,9163287083,S101,2025-01-29,7.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L01402,ASHA NAIR,+91 9413435240,S104,2025-01-19,4.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01982,G. Kumari,94074 82175,S101,2025-02-26,4.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L01649,Bai Mahesh,+91 9594013990,S104,2025-03-18,4.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00879,KAVITA REDDY,9721489513,S101,2025-03-22,8.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L00326,Kumar Asha,99570 15430,S101,2025-02-16,5.5,vendor_a_v2.3,2025-02-16T19:30:00+05:30
L00573,Vikas Sharma,99399 09169,S101,2025-02-10,4.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00443,V. Pandey,+919473178108,S103,2025-02-14,5.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L01528,Vimala  Bai,91-9499091334,S105,2025-03-10,5.5,vendor_a_v2.3,2025-03-10T19:30:00+05:30
L00159,S. Yadav,0 9928327648,S105,2025-03-04,5.5,vendor_a_v2.3,2025-03-04T19:30:00+05:30
L00476,Sarita P.,0 9677360260,S105,2025-03-15,4.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00073,RAMESH PANDEY,9654235116,S104,2025-01-07,7.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00257,Reddy Hitesh,0 9710122691,S103,2025-01-07,4.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L02540,Mohit S.,9493689980,S104,2025-02-10,7.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00384,Iyer Lalita,0 9301031051,S102,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01180,Ganesh Iyer,+919049663193,S103,2025-01-11,5.5,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L01873,Ajay K.,+91 9262174596,S101,2025-01-29,4.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00987,Sanjay Patel,+919348734714,S103,2025-02-12,5.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L00310,A. Kumar,+91 9957015430,S104,2025-03-14,4.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L00340,M. Rao,+919182278248,S105,2025-03-14,8.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L00411,K. Naidu,+91 9299737631,S104,2025-03-15,7.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00986,SANJAY PATEL,0 9348734714,S103,2025-02-02,4.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01561,Lakshmi Y.,0 9206797403,S105,2025-02-14,9.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00268,Ajay  Reddy,+919480184514,S101,2025-03-26,7.5,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00361,Anita Shah,9657871331,S103,2025-02-26,7.5,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L02060,Vikas Patel,90909 74395,S104,2025-01-29,7.0,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L01956,V. Iyer,+91 9222196937,S104,2025-02-18,6.5,vendor_a_v2.3,2025-02-18T19:30:00+05:30
L01035,Mishra Rakesh,+91 9669096705,S103,2025-01-15,7.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L00050,RAMESH KUMAR,+919104332181,S104,2025-02-22,4.5,vendor_a_v2.3,2025-02-22T19:30:00+05:30
L01100,Pandey Ajay,+91 9046537556,S105,2025-02-10,6.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01780,V. Gupta,91-9840449972,S103,2025-01-15,6.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L01967,Vinod I.,9222196937,S105,2025-01-13,6.0,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L01321,Mukesh T.,0 9678377701,S103,2025-02-26,5.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00402,Naidu Kavita,+91 9299737631,S105,2025-03-20,7.0,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L00142,S. Yadav,+919928327648,S101,2025-01-31,9.0,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L02050,V. Patel,91-9090974395,S101,2025-02-20,8.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00302,G. Reddy,92814 89325,S105,2025-03-12,7.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L00718,V. Nair,92322 60256,S104,2025-02-26,4.0,vendor_a_v2.3,2025-02-26T19:30:00+05:30
L00413,KAVITA NAIDU,+91 9299737631,S103,2025-01-17,7.5,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01634,Mahesh Bai,91-9594013990,S105,2025-03-24,8.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L00481,Pandey Sarita,+91 9677360260,S103,2025-02-06,7.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L01554,Lakshmi Y.,91-9206797403,S101,2025-03-26,4.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L00970,Sanjay  Patel,9348734714,S101,2025-03-18,7.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L00133,Dinesh  Singh,9341316475,S104,2025-03-16,8.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L02019,Geeta Kumari,94367 13695,S104,2025-03-06,5.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L01522,Vimala  Bai,+91 9499091334,S101,2025-03-20,4.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L02356,ASHA SHAH,0 9700766177,S104,2025-02-04,5.0,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L00633,Renu Patel,91-9251354278,S104,2025-02-14,7.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L01058,Vinod N.,9893734670,S102,2025-01-31,6.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01719,LAKSHMI KUMAR,0 9861317127,S104,2025-01-31,4.5,vendor_a_v2.3,2025-01-31T19:30:00+05:30
L01331,S. Shah,99578 85685,S103,2025-01-29,6.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00376,Shah Anita,0 9657871331,S105,2025-03-22,4.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01813,SUMIT NAIDU,0 9867533963,S101,2025-01-15,8.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L02088,Sunita M.,9285884247,S104,2025-03-24,6.0,vendor_a_v2.3,2025-03-24T19:30:00+05:30
L01754,Vinod R.,91-9737826398,S102,2025-01-11,4.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L02415,Jignesh Y.,92499 85698,S104,2025-02-10,6.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L00741,S. Patel,+91 9145868501,S101,2025-01-27,7.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L01156,Sarita  Verma,+91 9719374529,S103,2025-01-23,6.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L01371,Patel Reena,9313518233,S101,2025-01-13,7.5,vendor_a_v2.3,2025-01-13T19:30:00+05:30
L01988,Geeta K.,94074 82175,S101,2025-03-06,5.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
L00935,Reddy Ajay,0 9895798687,S103,2025-03-15,8.0,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00296,Ajay R.,91-9480184514,S104,2025-01-25,7.5,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L00853,SUNITA NAIR,+91 9946804436,S101,2025-01-07,4.0,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L01881,Usha Devi,0 9578091343,S105,2025-03-12,7.5,vendor_a_v2.3,2025-03-12T19:30:00+05:30
L01924,GANESH KUMARI,0 9240050455,S104,2025-02-14,5.0,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00438,Pandey Vijay,94731 78108,S103,2025-02-10,4.5,vendor_a_v2.3,2025-02-10T19:30:00+05:30
L01552,Lakshmi Yadav,+919206797403,S104,2025-02-08,9.0,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L01015,Usha Yadav,91-9223623166,S101,2025-01-29,4.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00254,Hitesh Reddy,0 9710122691,S101,2025-02-12,7.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01596,Yadav Ajay,93493 61832,S103,2025-01-25,7.5,vendor_a_v2.3,2025-01-25T19:30:00+05:30
L01542,VIMALA BAI,0 9499091334,S105,2025-02-12,5.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01161,Sarita V.,+91 9719374529,S102,2025-03-22,7.5,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L02513,Nair Meena,+91 9451983273,S103,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L01361,Reena  Patel,+91 9313518233,S105,2025-03-15,4.5,vendor_a_v2.3,2025-03-15T19:30:00+05:30
L00380,Iyer Lalita,9301031051,S105,2025-01-15,6.0,vendor_a_v2.3,2025-01-15T19:30:00+05:30
L01227,Ganesh  Bai,91-9572628498,S101,2025-03-22,4.0,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L00421,Kavita  Naidu,0 9299737631,S105,2025-02-02,8.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L02567,Gupta Reena,+91 9502296120,S102,2025-01-27,8.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L00048,Ramesh  Kumar,91043 32181,S101,2025-02-04,7.0,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01040,Rakesh M.,+91 9669096705,S104,2025-01-21,8.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01877,Kumar Ajay,92621 74596,S104,2025-02-04,4.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L01597,A. Yadav,+919349361832,S105,2025-02-14,8.5,vendor_a_v2.3,2025-02-14T19:30:00+05:30
L00687,J. Bai,0 9204505331,S103,2025-03-26,6.0,vendor_a_v2.3,2025-03-26T19:30:00+05:30
L01925,Kumari Ganesh,9240050455,S104,2025-01-23,6.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L00848,REENA REDDY,94656 48236,S103,2025-02-02,5.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01897,Usha  Devi,+91 9578091343,S103,2025-01-27,6.5,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02123,Naresh K.,+91 9123685160,S104,2025-01-21,5.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L01541,VIMALA BAI,94990 91334,S105,2025-02-02,8.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01210,Shanti  Sharma,9905865185,S105,2025-01-09,6.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L00399,K. Naidu,91-9299737631,S101,2025-03-18,5.5,vendor_a_v2.3,2025-03-18T19:30:00+05:30
L01257,Vimala  Patel,+91 9531473799,S105,2025-01-19,7.5,vendor_a_v2.3,2025-01-19T19:30:00+05:30
L01950,Vinod  Iyer,+91 9222196937,S101,2025-01-17,9.0,vendor_a_v2.3,2025-01-17T19:30:00+05:30
L01656,SUNITA RAO,+91 9874296717,S102,2025-01-09,9.0,vendor_a_v2.3,2025-01-09T19:30:00+05:30
L02458,Amit  Bai,0 9545271111,S103,2025-02-24,7.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L01123,M. Rao,9080531003,S101,2025-02-06,7.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L00003,Ramesh  Kumar,9901476797,S104,2025-01-21,8.0,vendor_a_v2.3,2025-01-21T19:30:00+05:30
L02227,Mohit Mishra,9773515850,S101,2025-02-20,7.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L00057,Ramesh  Kumar,91-9104332181,S102,2025-02-02,4.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00304,G. Reddy,0 9281489325,S105,2025-01-11,8.0,vendor_a_v2.3,2025-01-11T19:30:00+05:30
L02128,Naresh  Kumari,91-9123685160,S104,2025-01-27,5.0,vendor_a_v2.3,2025-01-27T19:30:00+05:30
L02283,Mishra Lakshmi,0 9933529042,S101,2025-03-14,6.0,vendor_a_v2.3,2025-03-14T19:30:00+05:30
L01594,AJAY YADAV,0 9349361832,S102,2025-02-04,5.5,vendor_a_v2.3,2025-02-04T19:30:00+05:30
L02462,A. Bai,+91 9545271111,S103,2025-02-02,5.0,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L01609,PRIYA SHAH,+91 9994717464,S102,2025-01-07,4.5,vendor_a_v2.3,2025-01-07T19:30:00+05:30
L00150,Yadav Sita,0 9928327648,S101,2025-02-20,8.0,vendor_a_v2.3,2025-02-20T19:30:00+05:30
L01207,Shanti S.,91-9905865185,S101,2025-03-20,7.5,vendor_a_v2.3,2025-03-20T19:30:00+05:30
L01296,Amit  Pandey,+919735454948,S101,2025-02-06,8.0,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L02601,A. Reddy,+91 9895798687,S202,2025-03-14,6.5,vendor_b_v1.0,2025-03-14T22:30:00+00:00
L00528,RAKESH IYER,0 9788208121,S105,2025-02-12,7.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01385,Asha N.,+91 9413435240,S101,2025-02-12,6.5,vendor_a_v2.3,2025-02-12T19:30:00+05:30
L01953,Iyer Vinod,92221 96937,S103,2025-01-29,7.5,vendor_a_v2.3,2025-01-29T19:30:00+05:30
L00665,Mishra Sumit,91-9487401640,S104,2025-02-08,4.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00981,SANJAY PATEL,93487 34714,S102,2025-02-06,6.5,vendor_a_v2.3,2025-02-06T19:30:00+05:30
L02142,Naresh K.,9123685160,S102,2025-03-08,6.0,vendor_a_v2.3,2025-03-08T19:30:00+05:30
L01693,R. Mishra,+91 9482477109,S103,2025-02-02,7.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00635,Asha  Kumar,9841241182,S103,2025-03-16,7.0,vendor_a_v2.3,2025-03-16T19:30:00+05:30
L01326,MUKESH TIWARI,+919678377701,S104,2025-03-22,5.0,vendor_a_v2.3,2025-03-22T19:30:00+05:30
L01890,USHA DEVI,+919578091343,S101,2025-02-08,7.5,vendor_a_v2.3,2025-02-08T19:30:00+05:30
L00001,RAMESH KUMAR,+91 9901476797,S104,2025-02-02,7.5,vendor_a_v2.3,2025-02-02T19:30:00+05:30
L00169,R. Tiwari,90564 13953,S101,2025-01-23,4.0,vendor_a_v2.3,2025-01-23T19:30:00+05:30
L01092,Vikas Pandey,9729806990,S105,2025-02-24,5.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L02208,Hitesh  Devi,+919758692617,S101,2025-02-24,6.5,vendor_a_v2.3,2025-02-24T19:30:00+05:30
L00444,Vijay Pandey,0 9473178108,S103,2025-03-06,8.5,vendor_a_v2.3,2025-03-06T19:30:00+05:30
